id;name;status;createdMonth;closedMonth;dueMonth;list;folder;space;url
86aeqqc2e;LE PARC | EDC + PE;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aeqqc2e
86aewf5un;Condomínio do Edifício Maison Monet | PSUB;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aewf5un
86aewf8gk;Condomínio do Edifício Morada Rosarinho | PSUB;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aewf8gk
86af5360w;Condomínio Duas Nações | PCDM;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86af5360w
86af5366g;Condomínio do Edifício Del Mar | PCDM;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86af5366g
86af8qc10;Condomínio do Edifício Solar do Camaragybe | LIE + LGR;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86af8qc10
86af8qnrh;Condomínio do Edifício Porto dos Corais | LDC;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86af8qnrh
86af8xqqq;Condomínio do Edifício Itaqua Village | PCM;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86af8xqqq
86aft8j3b;Condominio do Edificio Domus Augusto Lins e Silva | LCC*;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aft8j3b
86aftcaq1;Condomínio do Edificio Ara Pacis | LDC + LIE + ICV;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aftcaq1
86aftcdcd;Condomínio do Edifício Samsara | PIE;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aftcdcd
86aftcf88;Condomínio do Edifício Ébano | LCC*;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aftcf88
86aftcg3m;Condomínio do Edifício Praia de Guarapari | LIE + LGR;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aftcg3m
86aftckjb;Condomínio do Edifício Aderbal Jurema | PIE + PLI;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aftckjb
86aftcn7w;Empório Muro Alto | LCC;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aftcn7w
86afyxp8z;Condomínio do Edifício Ferreira da Costa | LIE;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86afyxp8z
86ag1jurx;Condominio do Edificio Nazare | LIE + LGR;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag1jurx
86ag1n9hk;CONDOMINIO DO EDIFICIO CIDADE DO RECIFE | LDC;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag1n9hk
86ag1nabw;Condominio do Edificio Maria Nice | LIE + QEE;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag1nabw
86ag33at3;FORMA FACILITY PREDIAL LTDA | PSA + LDC;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag33at3
86ag34955;LDC - Sobrado do Capibaribe;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag34955
86ag3496w;LIE - Sobrado do Capibaribe;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag3496w
86ag49pag;Edificio Morada Ilha Verde | PCC;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag49pag
86ag49pj7;Condomínio do Edificio Morada Apipucos | LDC;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag49pj7
86ag49pvz;Condominio Reserva do Poço | PCM + PIE;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag49pvz
86ag49qer;Condominio do Edificio Venancio Barbosa | LDC + ICV;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag49qer
86ag5dqcb;Condominio Verano | LCC + PCC;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5dqcb
86ag5epu1;Verano - LCC - 01;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5epu1
86ag5eq80;Verano - PCC - 01;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5eq80
86ag5fc11;Edf Venancio Barbosa - LDC - 01;campo;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5fc11
86ag5fc2w;Edf Venancio Barbosa - ICV - 01;campo;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5fc2w
86ag5fg7z;Reserva do Poço - PCM - 02;agendamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5fg7z
86ag5fgeq;Reserva do Poço  - PIE - 02;elaboração;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5fgeq
86ag5fj4b;Edf Morada Apipucos - LDC - 01;campo;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5fj4b
86ag5fkfu;Edf Morada Ilha Verde - PCC - 02;campo;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5fkfu
86ag5fm80;Edf Ferreira da Costa - LIE - 01;orçamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5fm80
86ag5fmxk;Edf Praia do Guarapari - LIE - 01;orçamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5fmxk
86ag5fn0m;Edf Praia do Guarapari - LGR - 01;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5fn0m
86ag5hc5b;Edf Domus Augusto Lins e Silva - LCC - 01;elaboração;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5hc5b
86ag5he6e;Forma Facility - PSA - 01;concessionária;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5he6e
86ag5hf5q;Edf Aderbal Jurema - PIE - 01;elaboração;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5hf5q
86ag5hfg7;Edf Aderbal Jurema - PLI - 01;revisão;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5hfg7
86ag5jww1;Edf Maria Nice - LIE - 01;revisão;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5jww1
86ag5jxpn;Edf Maria Nice - QEE - 01;elaboração;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5jxpn
86ag5jy3d;Edf Cidade do Recife - LDC - 01;elaboração;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5jy3d
86ag5jyh0;Edf Nazaré - LIE - 01;orçamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5jyh0
86ag5jyma;Edf Nazaré - LGR - 01;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5jyma
86ag5jzcd;Edf Samsara - PIE - 01;campo;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5jzcd
86ag5jztj;Empório Muro Alto - LCC - 01;revisão;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5jztj
86ag5k0bh;Edf Ébano - LCC - 01;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5k0bh
86ag5k0z5;Edf Ara Pacis - LDC - 01;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5k0z5
86ag5k1ea;Edf Ara Pacis - ICV - 01;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5k1ea
86ag5k1j9;Edf Ara Pacis - LIE - 01;orçamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5k1j9
86ag5k3nk;Edf Itaqua Village - PCM - 01;elaboração;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5k3nk
86ag5k4f1;Edf Solar do Camaragybe - LIE - 01;orçamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5k4f1
86ag5k4pa;Edf Solar do Camaragybe - LGR - 01;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5k4pa
86ag5k5wx;Edf Porto dos Corais - LDC - 02;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5k5wx
86ag5k6pm;Duas Nações - PCM - 01;concessionária;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5k6pm
86ag5k77e;Le Parc Lune - LDC - 02;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5k77e
86ag5k84t;Edf João Heráclio - PIE - 01;revisão;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5k84t
86ag5k9mr;Edf Morada Rosarinho - PCM - 02;concessionária;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5k9mr
86ag5kbep;Edf Morada das Palmeiras - LIE - 01;elaboração;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5kbep
86ag5kckv;Eurofins - PEI;apresentação;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5kckv
86ag5kdvy;Edf Carla Dias - PCM - 02;revisão;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5kdvy
86ag5kehm;Edf Cristiano - PIE - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5kehm
86ag5kf2e;Edf Rio Siriji - LIE - 01;orçamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5kf2e
86ag5kf8y;Edf Rio Siriji - LGR - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5kf8y
86ag5kfuw;Edf Roraima - LIE - 01;orçamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5kfuw
86ag5kgda;Edf Terra Brasilis - PIE - 02;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5kgda
86ag5kgpq;Edf Terra Brasilis - PCM - 02;concessionária;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5kgpq
86ag5khd6;Edf Cap D'antibes - LDC - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5khd6
86ag5khvm;Edf Paraíso Eco Resort - LDC - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5khvm
86ag5kjev;Edf Giulia Priori - LDC - 01;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5kjev
86ag5kjze;Edf Novo Jardim - LDC - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5kjze
86ag5kkh9;Edf Maria Regina - LDC - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5kkh9
86ag5kknp;Edf Maria Regina - LIE - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5kknp
86ag5kmaq;Casa da Montanha - LDC - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5kmaq
86ag5kmz1;Edf Walter Turton - LDC - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5kmz1
86ag5kn56;Edf Walter Turton - ICV - 01;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5kn56
86ag5knt6;Edf Vila Casa Forte - LDC - 01;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5knt6
86ag5myx1;Edf Quinta Tereza Beltrão - LDC - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5myx1
86ag5mzp3;Edf Maison Monet - PCM - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5mzp3
86ag5n0b4;Edf Del Mar - PCM - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5n0b4
86ag5n2ch;Edf Portal do Parnamirim - LIE - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5n2ch
86ag5n36z;Edf Portal do Parnamirim - LDC - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5n36z
86ag5n4ke;Edf Morada dos Agaphantus - LIE - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5n4ke
86ag5n4zp;Edf Lajedo - LIE - 01;orçamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5n4zp
86ag5n5xg;Edf Lajedo - LGR - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5n5xg
86ag5z0m2;Edf Porto do Corais - LIE - 01;orçamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5z0m2
86ag5z10h;Edf Luar da Praia - LDC - 01;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5z10h
86ag5z1gu;Edf Maria Clarice - LIE - 01;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5z1gu
86ag5z1qz;Edf Samsara - LDC - 01;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5z1qz
86ag5z28w;Edf Piedade Prince - LDC - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5z28w
86ag5z3ev;Reserva do Poço - LDC - 01;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5z3ev
86ag5z3t7;Edf Castelo de Blois - LIE - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5z3t7
86ag5z4e3;Edf Nicolau II - LDC - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5z4e3
86ag5z4k4;Portinari - LIE - 01;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5z4k4
86ag5z4tw;Edf Mucambe - LDC - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag5z4tw
86ag88u3x;Condominio do Edificio Lucilo Maranhao | LDC;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag88u3x
86ag92bc5;CONDOMINIO JARDIM DAS ORQUIDEAS | LDC;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag92bc5
86ag9nytw;Condominio Edificio Fernando Perez | LIE;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ag9nytw
86agaqgcv;Edifício Costa Atlântica | LDC + ICV;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agaqgcv
86agdq0ga;EDF SITIO BEIRA RIO | LIE + ICV + LDC;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agdq0ga
86agdq0kr;EDF SITIO BEIRA RIO - LIE - 01;revisão;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agdq0kr
86agdq0md;EDF SITIO BEIRA RIO - ICV - 01;agendamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agdq0md
86agdq0n5;EDF SITIO BEIRA RIO - LDC - 01;agendamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agdq0n5
86agdq381;EDIFICIO SOBRADO DO CAPIBARIBE | PCM;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agdq381
86agg6dz8;Condominio do Edificio Belize | LIE + LDC;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agg6dz8
86agg6e17;Condominio do Edificio Belize - LIE - 01;revisão;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agg6e17
86agg6e24;Condominio do Edificio Belize - LDC - 01;agendamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agg6e24
86aggafkx;Edifício Maria Leopoldina | LIE + LDC + ICV;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aggafkx
86aggafr6;Edifício Maria Leopoldina - LIE - 01;agendamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aggafr6
86aggaft3;Edifício Maria Leopoldina - LDC - 01;agendamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aggaft3
86aggaftn;Edifício Maria Leopoldina - ICV - 01;agendamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aggaftn
86aghnr56;Jardim das Orquídeas - LDC - 01;elaboração;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aghnr56
86aghnt4q;Edf Fernando Perez - LIE - 01;orçamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aghnt4q
86aghnu2m;Edf Lucilo Maranhão - LDC;agendamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aghnu2m
86aghnvp0;Edf  Costa Atlântica - LDC - 01;agendamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aghnvp0
86aghnwfy;Edf Costa Atlântica - ICV - 01;agendamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aghnwfy
86aghnxm6;Edf Sobrado do Capibaribe - PCM - 02;agendamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aghnxm6
86aghxvte;Condominio do Edificio Hilson de Azevedo Mota | LDC;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aghxvte
86aghxw2v;Edf Hilson de Azevedo Mota - LDC - 01;agendamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aghxw2v
86agk34ak;Condomínio do Edificio Enseada do Mar | PIE;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agk34ak
86agk34du;Edf Enseada do Mar - PIE - 01;agendamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agk34du
86agqd0uv;Le Parc Eden - LDC - 02;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agqd0uv
86agqd1be;Le Parc Brise - LDC - 02;elaboração;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agqd1be
86agqd1zp;Le Parc Lis - LDC - 02;revisão;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agqd1zp
86agqd2c8;Le Parc Soleil - LDC - 02;elaboração;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agqd2c8
86agqd39j;Le Parc Rosee - LDC - 02;elaboração;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agqd39j
86agqd4ym;Le Parc Tulipe Nord - LDC - 02;revisão;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agqd4ym
86agqd5bn;Le Parc Tulipe Sud - LDC - 02;elaboração;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agqd5bn
86agqd5vu;Le Parc Jardin Nord - LDC - 02;elaboração;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agqd5vu
86agqd66r;Le Parc Jardin Sud - LDC - 02;campo;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agqd66r
86agqd6j7;Le Parc Charmant Nord - LDC - 02;elaboração;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agqd6j7
86agqd6xd;Le Parc Charmant Sud - LDC - 02;elaboração;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agqd6xd
86agqen9u;Forma Facility - LDC - 01;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agqen9u
86agt68v5;Condominio do Edificio Jardins do Rosarinho | LCC + PCC;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agt68v5
86agt6908;Condominio do Edificio Jardins do Rosarinho - LCC - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agt6908
86agt691y;Condominio do Edificio Jardins do Rosarinho - PCC - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agt691y
86agu9cgb;Edf Terra Brasilis - ICV - AP 401;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agu9cgb
86agu9jhf;CONDOMÍNIO DO EDIFÍCIO SAINT EDUARDO | ICV;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agu9jhf
86agu9jmn;CONDOMÍNIO DO EDIFÍCIO SAINT EDUARDO - ICV - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agu9jmn
86agv9jj9;Condominio do Edificio Domus Professor Mario Pessoa | LCC;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agv9jj9
86agv9jqe;Condominio do Edificio Domus Professor Mario Pessoa - LCC - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agv9jqe
86agva9df;Condominio do Edificio Maria Ines | LIE;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agva9df
86agva9jp;Condominio do Edificio Maria Ines - LIE - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agva9jp
86agwj41u;Villa Pasargada | LIE + LCC;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agwj41u
86agwj44p;Condominio do Edificio Villa Pasargada - LIE - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agwj44p
86agwj456;Condominio do Edificio Villa Pasargada - LDC - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agwj456
86agyzcz0;Condomínio Carmem Costa | LDC;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agyzcz0
86agyzd15;Condomínio Carmem Costa - LDC - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agyzd15
86agzmugv;Condominio do Edificio Chanel | LDC;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agzmugv
86agzmv9v;Edf Chanel - LDC - 01;finalizado;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agzmv9v
